Fecha,Hoja,Rango,Valor anterior,Nuevo valor,Usuario
08-jul-24 1:56 p.m.,Calibración/Verificación,P317,,Falta una masa de 2.00mg del set,validacion5@sblpharma.com
08-jul-24 1:57 p.m.,Calibración/Verificación,R317,"1.00mg, 2.00mg, 2.00mg, 5.00mg, 10.00mg, 20.00mg, 20.00mg, 50.00mg, 100.00mg, 200.00mg, 200.00mg, 500.00mg, 1.00g, 2.00g, 2.00g, 5.00g, 10.00g, 20.00g, 20.00g, 50.00g, 100.00g Tolerancia de acuerdo a normatividad aplicable.","1.00mg, 2.00mg, 5.00mg, 10.00mg, 20.00mg, 20.00mg, 50.00mg, 100.00mg, 200.00mg, 200.00mg, 500.00mg, 1.00g, 2.00g, 2.00g, 5.00g, 10.00g, 20.00g, 20.00g, 50.00g, 100.00g Tolerancia de acuerdo a normatividad aplicable.",validacion5@sblpharma.com
08-jul-24 2:54 p.m.,Certificados,AC48,,01-jul-24,validacion5@sblpharma.com
08-jul-24 2:55 p.m.,Certificados,AC48,,,validacion5@sblpharma.com
08-jul-24 2:55 p.m.,Certificados,AC48,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 2:56 p.m.,Certificados,AC393,,02-jul-24,validacion5@sblpharma.com
08-jul-24 2:56 p.m.,Certificados,AC393,,,validacion5@sblpharma.com
08-jul-24 2:56 p.m.,Certificados,AC393,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 2:57 p.m.,Certificados,AC395,,02-jul-24,validacion5@sblpharma.com
08-jul-24 2:57 p.m.,Certificados,AC395,,,validacion5@sblpharma.com
08-jul-24 2:57 p.m.,Certificados,AC395,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 2:57 p.m.,Certificados,AC148,,01-jul-24,validacion5@sblpharma.com
08-jul-24 2:58 p.m.,Certificados,AC148,,,validacion5@sblpharma.com
08-jul-24 2:58 p.m.,Certificados,AC148,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 2:58 p.m.,Certificados,AC154,,01-jul-24,validacion5@sblpharma.com
08-jul-24 2:58 p.m.,Certificados,AC154,,,validacion5@sblpharma.com
08-jul-24 2:58 p.m.,Certificados,AC154,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 2:59 p.m.,Certificados,AC226,,01-jul-24,validacion5@sblpharma.com
08-jul-24 2:59 p.m.,Certificados,AC226,,,validacion5@sblpharma.com
08-jul-24 2:59 p.m.,Certificados,AC226,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:00 p.m.,Certificados,AC317,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:00 p.m.,Certificados,AC317,,,validacion5@sblpharma.com
08-jul-24 3:00 p.m.,Certificados,AC317,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:01 p.m.,Certificados,AC337,,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:01 p.m.,Certificados,AC337,,,validacion5@sblpharma.com
08-jul-24 3:01 p.m.,Certificados,AC337,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:01 p.m.,Certificados,AC385,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:02 p.m.,Certificados,AC385,,,validacion5@sblpharma.com
08-jul-24 3:02 p.m.,Certificados,AC385,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:03 p.m.,Certificados,AC437,,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:03 p.m.,Certificados,AC437,,,validacion5@sblpharma.com
08-jul-24 3:03 p.m.,Certificados,AC437,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:04 p.m.,Certificados,AC578,,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:04 p.m.,Certificados,AC578,,,validacion5@sblpharma.com
08-jul-24 3:04 p.m.,Certificados,AC578,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:04 p.m.,Certificados,AC579,,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:05 p.m.,Certificados,AC579,,,validacion5@sblpharma.com
08-jul-24 3:05 p.m.,Certificados,AC579,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:05 p.m.,Certificados,AC533,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:06 p.m.,Certificados,AC533,,,validacion5@sblpharma.com
08-jul-24 3:06 p.m.,Certificados,AC533,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:06 p.m.,Certificados,AC534,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:06 p.m.,Certificados,AC534,,,validacion5@sblpharma.com
08-jul-24 3:06 p.m.,Certificados,AC534,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:07 p.m.,Certificados,AC535,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:07 p.m.,Certificados,AC535,,,validacion5@sblpharma.com
08-jul-24 3:07 p.m.,Certificados,AC535,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:07 p.m.,Certificados,AC536,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:08 p.m.,Certificados,AC536,,,validacion5@sblpharma.com
08-jul-24 3:08 p.m.,Certificados,AC536,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:08 p.m.,Certificados,AC538,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:08 p.m.,Certificados,AC538,,,validacion5@sblpharma.com
08-jul-24 3:08 p.m.,Certificados,AC538,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:09 p.m.,Certificados,AC539,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:09 p.m.,Certificados,AC539,,,validacion5@sblpharma.com
08-jul-24 3:09 p.m.,Certificados,AC539,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:09 p.m.,Certificados,AC540,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:09 p.m.,Certificados,AC540,,,validacion5@sblpharma.com
08-jul-24 3:31 p.m.,Certificados,AC540,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:31 p.m.,Certificados,AC541,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:32 p.m.,Certificados,AC541,,,validacion5@sblpharma.com
08-jul-24 3:32 p.m.,Certificados,AC541,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:33 p.m.,Certificados,AC542,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:46 p.m.,Certificados,AC542,,,validacion5@sblpharma.com
08-jul-24 3:46 p.m.,Certificados,AC542,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:52 p.m.,Certificados,AC563,,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:53 p.m.,Certificados,AC563,,,validacion5@sblpharma.com
08-jul-24 3:53 p.m.,Certificados,AC563,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:53 p.m.,Certificados,AC458,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:54 p.m.,Certificados,AC458,,,validacion5@sblpharma.com
08-jul-24 3:54 p.m.,Certificados,AC458,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:55 p.m.,Certificados,AC537,,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:55 p.m.,Certificados,AC537,,,validacion5@sblpharma.com
08-jul-24 3:55 p.m.,Certificados,AC537,02-jul-24,02-jul-24,validacion5@sblpharma.com
08-jul-24 3:56 p.m.,Certificados,AC545,,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:57 p.m.,Certificados,AC545,,,validacion5@sblpharma.com
08-jul-24 3:57 p.m.,Certificados,AC545,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:58 p.m.,Certificados,AC338,,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:58 p.m.,Certificados,AC338,,,validacion5@sblpharma.com
08-jul-24 3:58 p.m.,Certificados,AC338,01-jul-24,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:59 p.m.,Certificados,AC327,,01-jul-24,validacion5@sblpharma.com
08-jul-24 3:59 p.m.,Certificados,AC327,,,validacion5@sblpharma.com
08-jul-24 4:00 p.m.,Certificados,AC327,01-jul-24,01-jul-24,validacion5@sblpharma.com
09-jul-24 12:59 p.m.,SBL-LM-08,D72:I72,,,validacion7@sblpharma.com
09-jul-24 12:59 p.m.,SBL-LM-08,E72,,BAS-FR-20,validacion7@sblpharma.com
09-jul-24 12:59 p.m.,SBL-LM-08,A72,,Bascula digital,validacion7@sblpharma.com
09-jul-24 12:59 p.m.,SBL-LM-08,B72,,CAS,validacion7@sblpharma.com
09-jul-24 12:59 p.m.,SBL-LM-08,C72,,HD,validacion7@sblpharma.com
09-jul-24 1:00 p.m.,SBL-LM-08,D72,,231150291,validacion7@sblpharma.com
09-jul-24 1:00 p.m.,SBL-LM-08,F72,,,validacion7@sblpharma.com
09-jul-24 1:00 p.m.,SBL-LM-08,G72,,Mezclado y tamizado 1,validacion7@sblpharma.com
09-jul-24 1:04 p.m.,SBL-LM-08,H72,,09-jul-24,validacion7@sblpharma.com
09-jul-24 1:04 p.m.,SBL-LM-08,I72,,NA,validacion7@sblpharma.com
09-jul-24 1:05 p.m.,Calibración/Verificación,H67:R67,,,validacion7@sblpharma.com
09-jul-24 1:05 p.m.,Calibración/Verificación,H67,,Calibración,validacion7@sblpharma.com
09-jul-24 1:05 p.m.,Calibración/Verificación,I67,,02-ene-00,validacion7@sblpharma.com
09-jul-24 1:05 p.m.,Calibración/Verificación,J67,,01-ene-00,validacion7@sblpharma.com
09-jul-24 1:05 p.m.,Calibración/Verificación,L67,,01-ene-00,validacion7@sblpharma.com
09-jul-24 1:05 p.m.,Certificados,D67:AB67,,,validacion7@sblpharma.com
10-jul-24 1:42 p.m.,Certificados,V154,,,validacion5@sblpharma.com
10-jul-24 1:42 p.m.,Certificados,V154,03-mar-22,03-mar-22,validacion5@sblpharma.com
11-jul-24 10:09 a.m.,SBL-LM-08,I484,NA,10-jul-24,validacion7@sblpharma.com
11-jul-24 10:09 a.m.,SBL-LM-08,G484,"Disolución, REF-LC-05",NA,validacion7@sblpharma.com
11-jul-24 10:09 a.m.,SBL-LM-08,F484,Control de Calidad,NA,validacion7@sblpharma.com
11-jul-24 10:09 a.m.,Calibración/Verificación,H479,Calibración,NA,validacion7@sblpharma.com
11-jul-24 10:09 a.m.,Calibración/Verificación,I479,01-ene-00,NA,validacion7@sblpharma.com
11-jul-24 10:09 a.m.,Calibración/Verificación,J479,01-ene-00,NA,validacion7@sblpharma.com
11-jul-24 10:09 a.m.,Calibración/Verificación,L479,02-ene-00,NA,validacion7@sblpharma.com
11-jul-24 10:09 a.m.,Calibración/Verificación,Q479,Externa,NA,validacion7@sblpharma.com
11-jul-24 10:09 a.m.,Calibración/Verificación,R479,"-10.00°C, 10.00°C Tol ± 1.00",NA,validacion7@sblpharma.com
19-jul-24 10:22 a.m.,Calibración/Verificación,Q67,,En planta,validacion7@sblpharma.com
19-jul-24 10:24 a.m.,Calibración/Verificación,R67,,"0.00 Kg, 0.03Kg, 0.05Kg, 0.10Kg, 0.30Kg, 20.00Kg, 40.00Kg, 60.00Kg, 100.00Kg, 150.00Kg Tol ± 0.1 Kg",validacion7@sblpharma.com
19-jul-24 10:47 a.m.,SBL-LM-08,D488:I488,,,validacion7@sblpharma.com
19-jul-24 11:06 a.m.,SBL-LM-08,A488,,,validacion7@sblpharma.com
19-jul-24 11:06 a.m.,SBL-LM-08,B488,,,validacion7@sblpharma.com
19-jul-24 11:06 a.m.,SBL-LM-08,C488,,,validacion7@sblpharma.com
19-jul-24 11:07 a.m.,SBL-LM-08,D488,,ND,validacion7@sblpharma.com
19-jul-24 11:07 a.m.,SBL-LM-08,E488,,TER-LC-22,validacion7@sblpharma.com
19-jul-24 11:13 a.m.,SBL-LM-08,F488,,Control de Calidad,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,G488,,Recepción de muestras,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,H488,,18-jul-24,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,I488,,N/A,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,D489:I489,,,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,D490:I490,,,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,A489:A490,,,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,B489,,,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,C489,,,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,D489,,ND,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,E489,,TER-LC-23,validacion7@sblpharma.com
19-jul-24 11:14 a.m.,SBL-LM-08,F489,,Control de Calidad,validacion7@sblpharma.com
19-jul-24 11:15 a.m.,SBL-LM-08,G489,,"Muestras de grupo I, II y III.",validacion7@sblpharma.com
19-jul-24 11:15 a.m.,SBL-LM-08,H489,,18-jul-24,validacion7@sblpharma.com
19-jul-24 11:15 a.m.,SBL-LM-08,I489,,N/A,validacion7@sblpharma.com
19-jul-24 11:16 a.m.,SBL-LM-08,B490,,Sper Scientific,validacion7@sblpharma.com
19-jul-24 11:16 a.m.,SBL-LM-08,C490,,24-may-90,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,D490,,ND,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,E490,,TER-LC-24,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,F490,,Control de Calidad,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,G490,,"Congelador, REF-LC-05. Disolución",validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,H490,,18-jul-24,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,I490,,N/A,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,D491:I491,,,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,A491,,,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,B491,,,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,C491,,,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,D491,,,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,F491,,,validacion7@sblpharma.com
19-jul-24 11:17 a.m.,SBL-LM-08,G491,,Almacén de validación,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,SBL-LM-08,E491,,TER-LC-25,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,SBL-LM-08,H491,,18-jul-24,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,SBL-LM-08,I491,,N/A,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,Calibración/Verificación,E483:R483,,,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,Calibración/Verificación,E484:R484,,,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,Calibración/Verificación,E485:R485,,,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,Calibración/Verificación,E486:R486,,,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,Calibración/Verificación,H483,,Calibración,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,Calibración/Verificación,I483,,01-ene-00,validacion7@sblpharma.com
19-jul-24 11:18 a.m.,Calibración/Verificación,J483,,02-ene-00,validacion7@sblpharma.com
19-jul-24 11:19 a.m.,Calibración/Verificación,L483,,01-ene-00,validacion7@sblpharma.com
19-jul-24 11:19 a.m.,Calibración/Verificación,Q483,,Externa,validacion7@sblpharma.com
19-jul-24 11:19 a.m.,Calibración/Verificación,R483,,"0.0°C, 20.0°C, 40.0°C, 55°C Tol ± 1.0°C",validacion7@sblpharma.com
19-jul-24 11:20 a.m.,Calibración/Verificación,R483,"0.0°C, 20.0°C, 40.0°C, 55°C Tol ± 1.0°C","0.0°C, 20.0°C, 40.0°C, 55°C Tol ± 1.0°C
15%, 30%, 60%, 80% HR ±Tol 6%",validacion7@sblpharma.com
19-jul-24 11:20 a.m.,Calibración/Verificación,H484,,Calibración,validacion7@sblpharma.com
19-jul-24 11:20 a.m.,Calibración/Verificación,I484,,01-ene-00,validacion7@sblpharma.com
19-jul-24 11:20 a.m.,Calibración/Verificación,J484,,02-ene-00,validacion7@sblpharma.com
19-jul-24 11:20 a.m.,Calibración/Verificación,L484,,01-ene-00,validacion7@sblpharma.com
19-jul-24 11:21 a.m.,Calibración/Verificación,Q484,,Externa,validacion7@sblpharma.com
19-jul-24 11:21 a.m.,Calibración/Verificación,R484,,"0.0°C, 20.0°C, 40.0°C, 55.0°C Tol ± 1.0°C
15%, 30%, 60%, 60% Tol ± 6%",validacion7@sblpharma.com
19-jul-24 11:22 a.m.,Calibración/Verificación,H485,,Calibración,validacion7@sblpharma.com
19-jul-24 11:22 a.m.,Calibración/Verificación,I485,,01-ene-00,validacion7@sblpharma.com
19-jul-24 11:22 a.m.,Calibración/Verificación,J485,,02-ene-00,validacion7@sblpharma.com
19-jul-24 11:22 a.m.,Calibración/Verificación,L485,,01-ene-00,validacion7@sblpharma.com
19-jul-24 11:22 a.m.,Calibración/Verificación,Q485,,Externa,validacion7@sblpharma.com
19-jul-24 11:24 a.m.,Calibración/Verificación,R485,,"Temperatura In, 0.0°C, 20.0°C, 40.0°C, 50.0°C Tol ± 1.0°C.
Temperatura Out -35.0°C, -25.0°C, -15.0°C, -10.0°C, -0.0°C Tol ± 1.0°C
Humedad In 15%, 30%, 60%, 80% Tol ± 6%",validacion7@sblpharma.com
19-jul-24 11:24 a.m.,Calibración/Verificación,H486,,NA,validacion7@sblpharma.com
19-jul-24 11:24 a.m.,Calibración/Verificación,I486,,NA,validacion7@sblpharma.com
19-jul-24 11:24 a.m.,Calibración/Verificación,J486,,NA,validacion7@sblpharma.com
19-jul-24 11:24 a.m.,Calibración/Verificación,L486,,NA,validacion7@sblpharma.com
19-jul-24 11:24 a.m.,Calibración/Verificación,Q486,,NA,validacion7@sblpharma.com
19-jul-24 11:24 a.m.,Calibración/Verificación,P486,,Se calibrará cuando sea necesario,validacion7@sblpharma.com
19-jul-24 11:25 a.m.,Calibración/Verificación,R486,,NA,validacion7@sblpharma.com
19-jul-24 11:25 a.m.,Certificados,D483:AB483,,,validacion7@sblpharma.com
19-jul-24 11:25 a.m.,Certificados,D484:AB484,,,validacion7@sblpharma.com
19-jul-24 11:25 a.m.,Certificados,D485:AB485,,,validacion7@sblpharma.com
19-jul-24 11:25 a.m.,Certificados,D486:AB486,,,validacion7@sblpharma.com
19-jul-24 11:58 a.m.,Calibración/Verificación,H336,Calibración,NA,validacion7@sblpharma.com
19-jul-24 11:58 a.m.,Calibración/Verificación,I336,02-ene-00,NA,validacion7@sblpharma.com
19-jul-24 11:58 a.m.,Calibración/Verificación,J336,02-ene-00,NA,validacion7@sblpharma.com
19-jul-24 11:58 a.m.,Calibración/Verificación,Q336,Externa,NA,validacion7@sblpharma.com
25-jul-24 1:11 p.m.,Calibración/Verificación,R127,"1.68 pH, 4.00 pH, 7.00 pH, 1.00 pH Tol ± 0.02","1.68 pH, 4.00 pH, 7.00 pH, 10.0 pH Tol ± 0.02",validacion7@sblpharma.com
26-jul-24 12:55 p.m.,SBL-LM-08,A34:I34,,,validacion7@sblpharma.com
26-jul-24 12:58 p.m.,SBL-LM-08,A34,,Balanza analítica,validacion7@sblpharma.com
26-jul-24 12:58 p.m.,SBL-LM-08,B34,,OHAUS,validacion7@sblpharma.com
26-jul-24 12:58 p.m.,SBL-LM-08,C34,,PX224/E,validacion7@sblpharma.com
26-jul-24 12:58 p.m.,SBL-LM-08,D34,,C3025547933,validacion7@sblpharma.com
26-jul-24 12:58 p.m.,SBL-LM-08,E34,,BAA-CP-05,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,SBL-LM-08,F34,,Control en proceso,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,SBL-LM-08,G34,,Control en proceso,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,SBL-LM-08,H34,,26-jul-24,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,SBL-LM-08,I34,,NA,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,Calibración/Verificación,H29:R29,,,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,Calibración/Verificación,H29,,Calibración,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,Calibración/Verificación,I29,,02-ene-00,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,Calibración/Verificación,J29,,02-ene-00,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,Calibración/Verificación,L29,,01-ene-00,validacion7@sblpharma.com
26-jul-24 12:59 p.m.,Certificados,M29:AB29,,,validacion7@sblpharma.com
26-jul-24 1:00 p.m.,Calibración/Verificación,Q29,,En planta,validacion7@sblpharma.com
26-jul-24 1:01 p.m.,Calibración/Verificación,R29,,"1.0 mg, 50.0 mg, 75.0 mg, 1.0000 g, 5.0000 g, 10.0000g, 50.0000 g, 100.0000 g, 150.0000 g, 200.0000 g, 220.0000 g Tol ± 0.00001 g.",validacion7@sblpharma.com
26-jul-24 1:02 p.m.,Calibración/Verificación,R29,"1.0 mg, 50.0 mg, 75.0 mg, 1.0000 g, 5.0000 g, 10.0000g, 50.0000 g, 100.0000 g, 150.0000 g, 200.0000 g, 220.0000 g Tol ± 0.00001 g.","1.0 mg, 50.0 mg, 75.0 mg, 1.0000 g, 5.0000 g, 10.0000g, 50.0000 g, 100.0000 g, 150.0000 g, 200.0000 g, 220.0000 g Tol ± 0.0001 g.",validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,A439:I439,,,validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,A439:I439,,,validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,A439:I439,,,validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,A439:I439,,,validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,A439:I439,,,validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,A439:I439,,,validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,A439:A444,,,validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,B439:B444,,,validacion7@sblpharma.com
29-jul-24 3:01 p.m.,SBL-LM-08,C439:C444,,,validacion7@sblpharma.com
29-jul-24 3:02 p.m.,SBL-LM-08,C439,EL-USB-3,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:02 p.m.,SBL-LM-08,C440,EL-USB-4,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:02 p.m.,SBL-LM-08,C441,EL-USB-5,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:02 p.m.,SBL-LM-08,C442,EL-USB-6,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:02 p.m.,SBL-LM-08,C443,EL-USB-7,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:02 p.m.,SBL-LM-08,C444,EL-USB-8,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:12 p.m.,SBL-LM-08,D439,,19-oct-15,validacion7@sblpharma.com
29-jul-24 3:12 p.m.,SBL-LM-08,E439,,DAT-VA-37,validacion7@sblpharma.com
29-jul-24 3:12 p.m.,SBL-LM-08,F439:F444,,,validacion7@sblpharma.com
29-jul-24 3:12 p.m.,SBL-LM-08,E440:E444,,,validacion7@sblpharma.com
29-jul-24 3:13 p.m.,SBL-LM-08,G439:G444,,,validacion7@sblpharma.com
29-jul-24 3:13 p.m.,SBL-LM-08,D440,,23-ago-04,validacion7@sblpharma.com
29-jul-24 3:13 p.m.,SBL-LM-08,D441,,06-dic-15,validacion7@sblpharma.com
29-jul-24 3:13 p.m.,SBL-LM-08,D442,,10-nov-15,validacion7@sblpharma.com
29-jul-24 3:13 p.m.,SBL-LM-08,D443,,21-may-06,validacion7@sblpharma.com
29-jul-24 3:13 p.m.,SBL-LM-08,D444,,28-may-06,validacion7@sblpharma.com
29-jul-24 3:13 p.m.,SBL-LM-08,H439,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:14 p.m.,SBL-LM-08,H440,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:14 p.m.,SBL-LM-08,H441,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:14 p.m.,SBL-LM-08,H442,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:14 p.m.,SBL-LM-08,H443,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:14 p.m.,SBL-LM-08,H444,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,I439,,N/A,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,I440,,N/A,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,I441,,N/A,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,I442,,N/A,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,I443,,N/A,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,I444,,N/A,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,A445:I445,,,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,A445:I445,,,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,A445:I445,,,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,A445:I445,,,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,A445:A448,,,validacion7@sblpharma.com
29-jul-24 3:15 p.m.,SBL-LM-08,B445:B448,,,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,C445,,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,C446,,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,C447,,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,C448,,EL-USB-2,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,E445:E448,,,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,F445:F448,,,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,G445:G448,,,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,D445,,07-mar-04,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,D446,,08-mar-06,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,D447,,24-oct-15,validacion7@sblpharma.com
29-jul-24 3:16 p.m.,SBL-LM-08,D448,,11-ene-07,validacion7@sblpharma.com
29-jul-24 3:17 p.m.,SBL-LM-08,H445,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:17 p.m.,SBL-LM-08,H446,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:17 p.m.,SBL-LM-08,H447,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:17 p.m.,SBL-LM-08,H448,,29-jul-24,validacion7@sblpharma.com
29-jul-24 3:17 p.m.,SBL-LM-08,I445,,N/A,validacion7@sblpharma.com
29-jul-24 3:17 p.m.,SBL-LM-08,I446,,N/A,validacion7@sblpharma.com
29-jul-24 3:17 p.m.,SBL-LM-08,I447,,N/A,validacion7@sblpharma.com
29-jul-24 3:17 p.m.,SBL-LM-08,I448,,N/A,validacion7@sblpharma.com
